dtxsid,measurement,observation,sample,sampleType,substanceName,unit,value
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L224812103.AAWH.20220902.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL224812103.20220902.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL224812103.20220902>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.282
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.160124505.VAL.20160927.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.VAL160124505.20160927.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.VAL160124505.20160927>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.284
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.160124520.VAL.20160927.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.VAL160124520.20160927.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.VAL160124520.20160927>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.285
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222689603R.AAWH.20220518.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222689603R.20220518.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222689603R.20220518>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.295
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L196142706.AAWH.20191107.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL196142706.20191107.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL196142706.20191107>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.298
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L226840301.AAWH.20221205.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL226840301.20221205.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL226840301.20221205>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.299
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.H1558FS.BNO.20191107.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.BNOH1558FS.20191107.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.BNOH1558FS.20191107>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.3
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.200164908.VAL.20200731.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.VAL200164908.20200731.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.VAL200164908.20200731>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.301
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234054101.AAWH.20230711.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234054101.20230711.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234054101.20230711>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.303
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L214760306.AAWH.20210903.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL214760306.20210903.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL214760306.20210903>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.304
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L216679204.AAWH.20211203.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL216679204.20211203.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL216679204.20211203>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.304
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234366701.AAWH.20230727.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234366701.20230727.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234366701.20230727>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.304
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L224812104R.AAWH.20220902.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL224812104R.20220902.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL224812104R.20220902>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.307
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234055602.AAWH.20230710.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234055602.20230710.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234055602.20230710>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.308
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222689601.AAWH.20220518.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222689601.20220518.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222689601.20220518>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.31
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L204115205R.AAWH.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL204115205R.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL204115205R.20200925>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.31
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L204115210R.AAWH.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL204115210R.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL204115210R.20200925>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.31
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234383301.AAWH.20230727.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234383301.20230727.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234383301.20230727>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.313
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L223952501.AAWH.20220720.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL223952501.20220720.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL223952501.20220720>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.317
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222131509.AAWH.20220422.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222131509.20220422.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222131509.20220422>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.318
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L236230101.AAWH.20231019.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL236230101.20231019.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL236230101.20231019>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.319
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222131504.AAWH.20220422.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222131504.20220422.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222131504.20220422>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.32
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L204115214R.AAWH.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL204115214R.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL204115214R.20200925>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.321
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L237109902.AAWH.20231201.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL237109902.20231201.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL237109902.20231201>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.324
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222131505.AAWH.20220422.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222131505.20220422.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222131505.20220422>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.324
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L193561210.AAWH.20190806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL193561210.20190806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL193561210.20190806>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.325
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222690204R.AAWH.20220518.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222690204R.20220518.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222690204R.20220518>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.325
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222131503.AAWH.20220422.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222131503.20220422.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222131503.20220422>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.326
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L203211901RE.AAWH.20200806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL203211901RE.20200806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL203211901RE.20200806>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.327
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222131508.AAWH.20220422.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222131508.20220422.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222131508.20220422>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.329
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222690205R.AAWH.20220518.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222690205R.20220518.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222690205R.20220518>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.329
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L227084610.AAWH.20221213.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL227084610.20221213.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL227084610.20221213>,SOIL,Perfluorobutanesulfonic acid,ng/L,0.329
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.1087949.ELL.20190619.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.ELL1087949.20190619.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.ELL1087949.20190619>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.33
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L223701008.AAWH.20220711.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL223701008.20220711.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL223701008.20220711>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.331
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L236005801.AAWH.20231005.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL236005801.20231005.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL236005801.20231005>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.333
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L230711002.AAWH.20221213.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL230711002.20221213.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL230711002.20221213>,SOIL,Perfluorobutanesulfonic acid,ng/L,0.337
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234268402.AAWH.20230725.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234268402.20230725.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234268402.20230725>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.338
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L204115220R.AAWH.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL204115220R.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL204115220R.20200925>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.338
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.1087939.ELL.20190619.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.ELL1087939.20190619.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.ELL1087939.20190619>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.34
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222370005.AAWH.20220503.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222370005.20220503.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222370005.20220503>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.342
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L193561208.AAWH.20190806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL193561208.20190806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL193561208.20190806>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.348
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L224767901.AAWH.20220901.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL224767901.20220901.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL224767901.20220901>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.353
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947108.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947108.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947108.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.355
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947108.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947108.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947108.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/L,0.355
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L224812106.AAWH.20220902.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL224812106.20220902.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL224812106.20220902>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.358
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234366501.AAWH.20230727.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234366501.20230727.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234366501.20230727>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.363
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222689901R.AAWH.20220518.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222689901R.20220518.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222689901R.20220518>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.372
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222690203R.AAWH.20220518.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222690203R.20220518.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222690203R.20220518>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.383
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233450902.AAWH.20230613.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233450902.20230613.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233450902.20230613>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.398
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222689602.AAWH.20220518.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222689602.20220518.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222689602.20220518>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.412
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L223785105.AAWH.20220714.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL223785105.20220714.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL223785105.20220714>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.415
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L203211902RE.AAWH.20200806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL203211902RE.20200806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL203211902RE.20200806>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.418
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947101.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947101.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947101.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/L,0.418
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947101.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947101.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947101.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.418
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.200164910.VAL.20200731.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.VAL200164910.20200731.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.VAL200164910.20200731>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.424
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L224812105R.AAWH.20220902.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL224812105R.20220902.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL224812105R.20220902>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.427
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L196142705.AAWH.20191107.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL196142705.20191107.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL196142705.20191107>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.434
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.H1559FS.BNO.20191107.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.BNOH1559FS.20191107.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.BNOH1559FS.20191107>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.44
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.320548434.TAI.20190927.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.TAI320548434.20190927.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.TAI320548434.20190927>,SOIL,Perfluorobutanesulfonic acid,Î¼g/kg,0.44
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.320548433.TAI.20190927.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.TAI320548433.20190927.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.TAI320548433.20190927>,SOIL,Perfluorobutanesulfonic acid,Î¼g/kg,0.45
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233450901.AAWH.20230613.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233450901.20230613.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233450901.20230613>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.451
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L224752401.AAWH.20220831.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL224752401.20220831.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL224752401.20220831>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.455
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233450502.AAWH.20230612.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233450502.20230612.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233450502.20230612>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.467
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L223796601.AAWH.20220713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL223796601.20220713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL223796601.20220713>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.474
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222690202R.AAWH.20220518.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222690202R.20220518.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222690202R.20220518>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.487
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L216679203.AAWH.20211203.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL216679203.20211203.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL216679203.20211203>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.494
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.320548435.TAI.20190927.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.TAI320548435.20190927.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.TAI320548435.20190927>,SOIL,Perfluorobutanesulfonic acid,Î¼g/kg,0.5
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234221101.AAWH.20230720.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234221101.20230720.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234221101.20230720>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.54
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L235621301.AAWH.20230922.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL235621301.20230922.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL235621301.20230922>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.548
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L223796701.AAWH.20220713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL223796701.20220713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL223796701.20220713>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.55
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L223907501.AAWH.20220721.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL223907501.20220721.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL223907501.20220721>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.562
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L202234602.AAWH.20200528.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL202234602.20200528.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL202234602.20200528>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.568
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.F5295FS1.BNO.20211105.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.BNOF5295FS1.20211105.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.BNOF5295FS1.20211105>,SOIL,Perfluorobutanesulfonic acid,Î¼g/kg,0.605
